사건일련번호,장소일련번호,촬영장소명,작품명,제작연도,영화작품코드,장면설명,등장인물,출처,출처 웹페이지주소(URL),시도,시군구,지번주소,도로명주소,위도,경도,poster_url,tmdb_id,tmdb_type,genre_names,genre_ids,overview,original_title,vote_average,runtime
A09026-A-005,JJ-P-0158,포도호텔,이타미 준의 바다,2019,A09026,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/A/09026,제주특별자치도,서귀포시,제주특별자치도 서귀포시 안덕면 상천리 산62-3,제주특별자치도 서귀포시 안덕면 산록남로 863,33.3157642,126.3873248,https://image.tmdb.org/t/p/w185/6x8fwzOnxqG8QI1YBxC5s1RY6xV.jpg,597106,movie,다큐멘터리,99,"“안녕하세요. 이타미 준 입니다. 한국말이 서툴러서 미안합니다.” 일본에서 태어난 한국인 건축가 이타미 준(본명 유동룡). 사람을 위한 따뜻한 건축을 하고자 평생을 노력했던 그가 남긴 건축을 통해 그의 삶을 따라가 본다. 그 장소와 사람들을 위해 존재하는 시간의 건축 그리고 한국과 일본, 시미즈와 제주 사이에서 자신만의 길을 걸었던 한 건축가의 이야기.",이타미 준의 바다,0.0,112
A09026-A-006,JN-P-0418,효천고등학교,이타미 준의 바다,2019,A09026,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/A/09026,전라남도,순천시,전라남도 순천시 대룡동 1011 효천고등학교,전라남도 순천시 녹색로 1360 효천고등학교,34.9040417,127.4854194,https://image.tmdb.org/t/p/w185/6x8fwzOnxqG8QI1YBxC5s1RY6xV.jpg,597106,movie,다큐멘터리,99,"“안녕하세요. 이타미 준 입니다. 한국말이 서툴러서 미안합니다.” 일본에서 태어난 한국인 건축가 이타미 준(본명 유동룡). 사람을 위한 따뜻한 건축을 하고자 평생을 노력했던 그가 남긴 건축을 통해 그의 삶을 따라가 본다. 그 장소와 사람들을 위해 존재하는 시간의 건축 그리고 한국과 일본, 시미즈와 제주 사이에서 자신만의 길을 걸었던 한 건축가의 이야기.",이타미 준의 바다,0.0,112
A09026-A-007,GB-P-0127,병산서원,이타미 준의 바다,2019,A09026,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/A/09026,경상북도,안동시,경상북도 안동시 풍천면 병산리 31,경상북도 안동시 풍천면 병산길 386,36.5406287,128.5526331,https://image.tmdb.org/t/p/w185/6x8fwzOnxqG8QI1YBxC5s1RY6xV.jpg,597106,movie,다큐멘터리,99,"“안녕하세요. 이타미 준 입니다. 한국말이 서툴러서 미안합니다.” 일본에서 태어난 한국인 건축가 이타미 준(본명 유동룡). 사람을 위한 따뜻한 건축을 하고자 평생을 노력했던 그가 남긴 건축을 통해 그의 삶을 따라가 본다. 그 장소와 사람들을 위해 존재하는 시간의 건축 그리고 한국과 일본, 시미즈와 제주 사이에서 자신만의 길을 걸었던 한 건축가의 이야기.",이타미 준의 바다,0.0,112
A09026-A-008,JJ-P-0049,비오토피아 주민회,이타미 준의 바다,2019,A09026,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/A/09026,제주특별자치도,서귀포시,제주특별자치도 서귀포시 안덕면 상천리 791,제주특별자치도 서귀포시 안덕면 산록남로762번길 79,33.3036587,126.3903071,https://image.tmdb.org/t/p/w185/6x8fwzOnxqG8QI1YBxC5s1RY6xV.jpg,597106,movie,다큐멘터리,99,"“안녕하세요. 이타미 준 입니다. 한국말이 서툴러서 미안합니다.” 일본에서 태어난 한국인 건축가 이타미 준(본명 유동룡). 사람을 위한 따뜻한 건축을 하고자 평생을 노력했던 그가 남긴 건축을 통해 그의 삶을 따라가 본다. 그 장소와 사람들을 위해 존재하는 시간의 건축 그리고 한국과 일본, 시미즈와 제주 사이에서 자신만의 길을 걸었던 한 건축가의 이야기.",이타미 준의 바다,0.0,112
A09026-A-009,JJ-P-0038,방주교회,이타미 준의 바다,2019,A09026,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/A/09026,제주특별자치도,서귀포시,제주특별자치도 서귀포시 안덕면 상천리 427,제주특별자치도 서귀포시 안덕면 산록남로762번길 113,33.3050755,126.387629,https://image.tmdb.org/t/p/w185/6x8fwzOnxqG8QI1YBxC5s1RY6xV.jpg,597106,movie,다큐멘터리,99,"“안녕하세요. 이타미 준 입니다. 한국말이 서툴러서 미안합니다.” 일본에서 태어난 한국인 건축가 이타미 준(본명 유동룡). 사람을 위한 따뜻한 건축을 하고자 평생을 노력했던 그가 남긴 건축을 통해 그의 삶을 따라가 본다. 그 장소와 사람들을 위해 존재하는 시간의 건축 그리고 한국과 일본, 시미즈와 제주 사이에서 자신만의 길을 걸었던 한 건축가의 이야기.",이타미 준의 바다,0.0,112
A09026-A-010,GB-P-0100,도산서원,이타미 준의 바다,2019,A09026,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/A/09026,경상북도,안동시,경상북도 안동시 도산면 토계리 679-3,경상북도 안동시 도산면 도산서원길 154,36.7279549,128.8403075,https://image.tmdb.org/t/p/w185/6x8fwzOnxqG8QI1YBxC5s1RY6xV.jpg,597106,movie,다큐멘터리,99,"“안녕하세요. 이타미 준 입니다. 한국말이 서툴러서 미안합니다.” 일본에서 태어난 한국인 건축가 이타미 준(본명 유동룡). 사람을 위한 따뜻한 건축을 하고자 평생을 노력했던 그가 남긴 건축을 통해 그의 삶을 따라가 본다. 그 장소와 사람들을 위해 존재하는 시간의 건축 그리고 한국과 일본, 시미즈와 제주 사이에서 자신만의 길을 걸었던 한 건축가의 이야기.",이타미 준의 바다,0.0,112
K00142-A-001,GG-P-0145,경기도 수원시,수업료,1940,K00142,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/00142,경기도,수원시,경기도 수원시,,37.2794579,127.011097,https://image.tmdb.org/t/p/w185/yxH4XAyHU5z2G4zURDyoeUnuAgY.jpg,536236,movie,드라마,18,"경성일보의 경일소학생신문사의 작문공모에서 조선총독상을 받은 소학교 4학년 어린이의 수기를 영화로 만든 작품이다. 부모가 놋수저 행상을 떠나고 할머니는 병들어 누워있는 어느 가정의 한 소년이 수업료때문에 갖은 고생을 다하는데 다행히 고모의 도움으로 수업료를 준비하게 되었고,마침 학급에서도 우정함 모금을 하기로 하였다. 더욱 기쁜 일은 보모가 며칠후에 돌아와서 다음부터는 꼭 수업료를 마련해 주겠다고 약속한 것이다.",수업료,6.0,80
K00227-A-001,JN-P-0408,홍도,파시,1949,K00227,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/00227,전라남도,신안군,전라남도 신안군 흑산면 홍도리 홍도,,34.693242,125.2011079,https://image.tmdb.org/t/p/w185/7kWFGeTXpTThUX4vW11K2aeiO9q.jpg,601433,movie,드라마,18,"마을 축제의 여왕이자 연인 델핀과 결혼을 앞둔 메르세데스. 어느 날 밤, 의사 모데스토의 집에 강도가 들고 델핀이 범인으로 지목된다. 모데스토는 실의에 빠진 메르세데스에게 접근해 결혼에 성공한다. 딸 콘수엘로를 낳으며 화목하게 지낼 것으로 생각했지만, 델핀이 출옥하고 메르세데스와 델핀 사이에 흉흉한 소문이 퍼진다. 소문을 믿은 모데스토는 그녀를 잔인하게 쫓아낸다. 그가 푼 개를 피해 도망치던 메르세데스와 콘수엘라는 파시그 강에 빠진다.",Mutya ng Pasig,4.0,90
K00227-A-002,JN-P-0419,흑산도,파시,1949,K00227,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/00227,전라남도,신안군,전라남도 신안군 흑산면 예리 흑산도,,34.6707502,125.4197509,https://image.tmdb.org/t/p/w185/7kWFGeTXpTThUX4vW11K2aeiO9q.jpg,601433,movie,드라마,18,"마을 축제의 여왕이자 연인 델핀과 결혼을 앞둔 메르세데스. 어느 날 밤, 의사 모데스토의 집에 강도가 들고 델핀이 범인으로 지목된다. 모데스토는 실의에 빠진 메르세데스에게 접근해 결혼에 성공한다. 딸 콘수엘로를 낳으며 화목하게 지낼 것으로 생각했지만, 델핀이 출옥하고 메르세데스와 델핀 사이에 흉흉한 소문이 퍼진다. 소문을 믿은 모데스토는 그녀를 잔인하게 쫓아낸다. 그가 푼 개를 피해 도망치던 메르세데스와 콘수엘라는 파시그 강에 빠진다.",Mutya ng Pasig,4.0,90
K00345-A-001,CN-P-0061,대천해수욕장,순애보,1957,K00345,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/00345,충청남도,보령시,충청남도 보령시 신흑동 2267-3,충청남도 보령시 머드로 123,36.3155044,126.5108313,https://image.tmdb.org/t/p/w185/hELp870fD2Ue3x5ads8joPVBQNF.jpg,729186,movie,"로맨스,드라마","10749,18","교회의 교직자인 문선과 명희는 서로 사랑한다. 한편 문선에게는 그를 짝사랑하는 유치원 보모 인순이가 있었다. 문선은 인순을 동생같이 사랑한다.어느날 그 인순의 집에 치한이 침입한다.인순이가 놀라 소리치는 바람에 치한은 엉겁결에 인순을 살해하고 때마침 인순을 방문했던 문선의 얼굴을 유리병으로 때려 실명케 하곤 달아 났다. 그리하여 문선은 살인자의 누명을 쓰고 옥고를 치루게 된다. 달아 났던 치한이 문선을 찾아 와서 용서를 빌고 자수하려하지만 문선은 그 치한에게 이왕에 자기는 앞못보는 폐인이 됐음에 형벌을 대신하여 받을테니 개과천선하여 착하게 살아 줄것을 당부한다. 그로 부터 몇해 후, 특사로 풀려 나온 문선은 고향으로 내려가서 고아들과 더불어 한세상 보내기로 결심한다. 여기 옛 애인인 명희가 그간의 오해를 풀고 찾아와 눈물의 재회를 하게 된다.",순애보,6.0,108
K00704-A-001,GW-P-0283,설악산,육체는 슬프다,1961,K00704,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/00704,강원도,양양군,강원도 양양군 서면 오색리 설악산,,38.118981,128.464625,https://image.tmdb.org/t/p/w185/8AO2DaVvnVUuWAlbnQRLOlsAgk2.jpg,1293367,movie,"액션,스릴러,범죄","28,53,80","풍일상사 사장의 비서인 정규석과 김화동 사장의 부인 이경희가 살해당한다. 최인덕, 윤경선 등과 한패거리인 김영구가 경희의 여동생 규정을 납치한다. 조주임과 민형사는 경희를 살해한 혐의로 경희의 전남편 민정식을 체포해 조사하지만 그에게서 혐의점을 발견하지 못한다. 민정식은 경희가 규석과 내연의 관계라는 사실을 알고 규석을 협박해 돈을 얻어내곤 했다. 김화동 사장의 사무실로 한 여인이 아이를 안고 찾아오고 화동은 이 여인을 찌르고 달아난다. 규정의 애인 종수가 이 여인을 병원으로 데려가 치료하고, 여인이 화동의 옛 아내라는 사실을 알게 된다. 여인은 김화동의 아이를 낳고 그를 찾아다니던 중 그가 경희와 결혼한 사실을 알게 되었다. 여인은 그와 다시 맺어주겠다는 규석의 말을 믿고 규석에게 김화동에 대한 모든 비밀을 털어놓았는데, 그 비밀이란 화동이 북에서 내려온 간첩이라는 사실이었다. 화동은 규석이 그의 비밀을 알게 된 것을 알고 밀매단 일당을 시켜 그를 살해할 계획을 세웠다. 사건이 일어난 날, 밀매단이 규석을 죽일 때 화동은 아내가 규석과 놀아났다는 사실에 화가나 아내를 총 쏴 죽이고, 평소부터 맘에 두고 있던 규정을 납치했던 것이다. 경찰의 수사망이 좁혀오자 밀매단과 함께 달아나던 화동은 밀매단 부두목 최인덕과 다투게 되고, 최인덕의 손에 죽는다. 최인덕은 자신은 간첩을 죽인 것이라고 외치며 화동이 쏜 총에 맞고 쓰러진다.",육체는 슬프다,0.0,0
K00735-A-001,JB-P-0328,전라북도 남원시,초립동,1962,K00735,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/00735,전라북도,남원시,전라북도 남원시,,35.4260311,127.4368629,,,,,,,,,
K00770-A-001,CN-P-0148,안면도,동경서 온 사나이,1962,K00770,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/00770,충청남도,태안군,충청남도 태안군 안면읍 승언리 안면도,,36.5155668,126.3547922,,,,,,,,,
K00770-A-002,CN-P-0074,만리포,동경서 온 사나이,1962,K00770,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/00770,충청남도,태안군,충청남도 태안군 소원면 모항리 만리포,,36.786421,126.1423499,,,,,,,,,
K00786-A-001,GW-P-0073,강원도 철원군,싸우는 사자들,1962,K00786,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/00786,강원도,철원군,강원도 철원군,,38.2153196,127.2695627,,1150591,movie,"액션,전쟁","28,10752","휴전 직전 북한 포로수용소를 탈출한 육군대위 김철호(김석훈)는 월곡 마을로 내려가 목사와 그의 딸 숙경(최지희)의 도움을 받는다. 철호를 숨겨준 죄명으로 목사가 내무서에 끌려가고 숙경은 철호를 산으로 피신시킨다. 산에 숨어있던 철호는 유격대의 본거지로 찾아가고, 자신을 구하고 잡혀간 목사와 숙경을 구하기 위해 잠시 이곳에 머무르겠다고 말한다. 철원지구에서 활약하던 유격대는 대원 중 스파이가 있어 계획마다 번번이 실패하자 스파이 색출작업에 들어간다. 대원들은 새로 유격대에 합류한 철호를 의심하고 그를 처단하려고 하지만, 여대장(이빈화)은 다른 대원이 스파이라는 증거를 발견하고 그를 사살함으로써 철호는 혐의를 벗는다. 철호는 유격대 활동 도중 목사와 숙경을 구하기 위해 마을로 내려갔다가 북한군에 붙잡힌다. 유격대원들은 북한 정치보위부원으로 가장하여 철호와 숙경을 구출한다. 이후 유격대는 북한군의 화약고를 폭발하고 국군포로수용소를 공격할 계획을 세우고 철호를 유격대원의 작전참모로 임명한다. 수용소 잠입에 성공한 박동지는 유격대원들의 포로수용소 습격을 돕고 포로수용소에서 유격대와 북한군의 대격전이 벌어진다. 이 격전에서 유격대원들은 국군 포로들을 구출하고 그들과 함께 남하한다. 남하 도중 많은 대원들이 죽고, 북한군에 포위되는 등 어려움을 겪지만, 유격대원들과 철호, 숙경은 자유의 땅을 밟는다.",싸우는 사자들,0.0,117
K00987-A-001,BS-P-0856,태종대유원지,욕망의 결산,1964,K00987,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/00987,부산광역시,영도구,부산광역시 영도구 동삼동 산29-1,,35.0554306,129.0879591,https://image.tmdb.org/t/p/w185/vQeS1UxX7QqWbRHumarF8Ny5sB5.jpg,1155703,movie,"로맨스,범죄,액션","10749,80,28",비록 건달일망정 의협심 강한 청년 두식과 종근은 장차 단란한 가정을 꾸미기로 약속하고 노력하던 중 밀수왕 재만 일파의 밀수품을 가로채는 음모에 가담한다. 그러나 그들은 결국 재만 일파의 무자비한 복수에 희생당하고 만다.,욕망의 결산,8.0,100
K01047-A-001,SU-P-2475,올림픽공원,검은 머리,1964,K01047,,,KMDb,,서울특별시,송파구,서울특별시 송파구 방이동 88-3,서울특별시 송파구 올림픽로 424,37.5211163,127.1225409,https://image.tmdb.org/t/p/w185/y1JLjFZmuj9pTfx2rEqX2CMO8y5.jpg,265679,movie,"드라마,범죄","18,80","검은 머리라 불리는 회장의 갱단이 돈을 받아내기 위해 밀수업자 일당과 접촉한다. 한편 부인 연실이 아편쟁이에게 겁탈당하는 사진이 회장에게 보내진다. 조직원들은 간통했다며 조직의 계율대로 그녀의 얼굴에 상처를 입히고, 아편쟁이와 같이 살게 된 연실은 몸을 팔아 생활한다.",검은 머리,5.7,105
K01058-A-001,GB-P-0207,울릉도,동백아가씨,1964,K01058,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/01058,경상북도,울릉군,경상북도 울릉군 북면 나리 울릉도,,37.5063677,130.8571536,,,,,,,,,
K01084-A-002,SU-P-3246,한강,벙어리 삼룡,1964,K01084,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/01084,서울특별시,영등포구,서울특별시 영등포구 여의도동 한강,,37.52757956,126.9474981,https://image.tmdb.org/t/p/w185/3pm1L0l5kCPuMEICNFcWR8WtrAr.jpg,284064,movie,로맨스,10749,"착하고 선량한 머슴인 벙어리 삼룡이(김진규)는 오갈 데 없는 자신을 거두어준 오생원 영감의 은혜를 잊지 않고 주인 일가를 성심껏 섬긴다. 어느날 돈에 팔려 순덕(최은희)이 난폭한 주인의 아들 광식(박노식)에게 시집온다. 식모로 일하는 범실댁(도금봉)에게 정신이 팔린 광식은 순덕을 심하게 구박한다. 삼룡은 남편 때문에 눈물로 세월을 지새는 순덕 아씨가 안쓰러워 남몰래 연모한다. 삼룡은 광식과 범실댁이 물레방아간에서 정사를 나누는 것을 발견하고는 기절초풍해 이 사실을 범실댁의 남편에게 알린다. 이 일로 해서 그렇지 않아도 아씨를 두둔한다고 눈 밖에 났던 삼룡은 광식에게 죽도록 두들겨맞고 집에서 쫓겨난다. 삼룡이 쫓겨나던 날 밤, 오생원의 집에는 원인 모를 불이 난다. 삼룡은 불기운을 이기지 못해 쓰러지기 직전인 집으로 뛰어들어 아씨를 구해낸다. 목숨을 구한 아씨가 광식이 안에 있다며 어쩔 줄 몰라하자 삼룡은 다시 집안으로 뛰어든다. 그리고 삼룡은 집밖으로 나오지 못한다.",벙어리 삼룡,7.2,86
K01084-A-003,SU-P-2911,창덕궁 연경당,벙어리 삼룡,1964,K01084,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/01084,서울특별시,종로구,서울특별시 종로구 와룡동 2-71,서울특별시 종로구 율곡로 99,37.5803609,126.9928242,https://image.tmdb.org/t/p/w185/3pm1L0l5kCPuMEICNFcWR8WtrAr.jpg,284064,movie,로맨스,10749,"착하고 선량한 머슴인 벙어리 삼룡이(김진규)는 오갈 데 없는 자신을 거두어준 오생원 영감의 은혜를 잊지 않고 주인 일가를 성심껏 섬긴다. 어느날 돈에 팔려 순덕(최은희)이 난폭한 주인의 아들 광식(박노식)에게 시집온다. 식모로 일하는 범실댁(도금봉)에게 정신이 팔린 광식은 순덕을 심하게 구박한다. 삼룡은 남편 때문에 눈물로 세월을 지새는 순덕 아씨가 안쓰러워 남몰래 연모한다. 삼룡은 광식과 범실댁이 물레방아간에서 정사를 나누는 것을 발견하고는 기절초풍해 이 사실을 범실댁의 남편에게 알린다. 이 일로 해서 그렇지 않아도 아씨를 두둔한다고 눈 밖에 났던 삼룡은 광식에게 죽도록 두들겨맞고 집에서 쫓겨난다. 삼룡이 쫓겨나던 날 밤, 오생원의 집에는 원인 모를 불이 난다. 삼룡은 불기운을 이기지 못해 쓰러지기 직전인 집으로 뛰어들어 아씨를 구해낸다. 목숨을 구한 아씨가 광식이 안에 있다며 어쩔 줄 몰라하자 삼룡은 다시 집안으로 뛰어든다. 그리고 삼룡은 집밖으로 나오지 못한다.",벙어리 삼룡,7.2,86
K01104-A-001,GW-P-0073,강원도 철원군,남과 북,1964,K01104,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/01104,강원도,철원군,강원도 철원군,,38.2153196,127.2695627,https://image.tmdb.org/t/p/w185/dtPDxEbMLSANIQrv69AK0fc9tiT.jpg,371292,movie,"드라마,전쟁,로맨스","18,10752,10749","한국 전쟁이 한창이던 때, 이 대위가 중대장으로 있는 남한 부대에 인민군 장일구 소좌가 귀순해온다. 이 대위가 귀순의 이유를 묻자 장 소좌는 전쟁 전에 헤어진 애인 고은아를 만나기 위해서라고 대답하며 그녀의 사진을 보여준다. 사진을 본 이 대위는 장 소좌가 찾는 애인이 자신의 아내라는 것을 알고 경악한다. 더 이상 장 소좌를 심문할 수 없는 이 대위는 정보참모에게 장 소좌를 넘긴다. 정보참모는 장 소좌에게 정보 제공을 요구하나 장 소좌는 애인을 만나게 해줘야 정보를 내놓겠다고 버틴다. 그러나 장 소좌는 마음을 바꿔 인민군의 배치에 대한 주요 정보를 제공하고 이에 대한 보답으로 정보참모는 서둘러 은아를 데려온다. 꿈에도 그리던 애인을 만난 장 소좌는 뒤늦게 그녀가 이 대위의 아내라는 사실을 알고 두 사람의 행복을 위해 그녀를 깨끗이 잊어버리겠다고 약속한다. 그러나 이 대위 또한 자신이 물러나겠다고 우긴다. 얼마 후 이 대위는 일선근무를 지원했다 전사한다. 이 사실을 안 장 소좌는 착한 사람을 죽인 인민군을 가만두지 않겠다며 막사를 뛰쳐나갔다 벼랑에서 떨어져 죽는다.",남과 북,7.5,114
K01202-A-001,GG-P-0286,광릉,사르빈강에 노을이 진다,1965,K01202,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/01202,경기도,남양주시,경기도 남양주시 진접읍 부평리 산99-2,경기도 남양주시 진접읍 광릉수목원로 354,37.7527654,127.1739083,,,,,,,,,
K01204-A-001,GG-P-0399,남한산성,민며느리,1965,K01204,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/01204,경기도,광주시,경기도 광주시 남한산성면 산성리 산23,,37.4791603,127.1785465,https://image.tmdb.org/t/p/w185/unbuQJbo5lXgoaBPXOrCaobepeo.jpg,743822,movie,드라마,18,"가난한 과부의 딸 점순은 돈 때문에 김 좌수집에 민며느리로 팔려간다. 점순의 시어머니는 점순을 하인보다도 심하게 부려먹는다. 점순을 호되게 시집살이시키던 시어머니는 점순을 아예 집에서 쫓아낸다. 점순은 갈비뼈에 뇌종이 생겨 약을 먹지 않으면 죽을 위기에 처한다. 코흘리개 어린 신랑 복만은 집에서 돈을 훔쳐 약값을 대준다. 이를 안 시어머니는 점순네 집을 찾아와 당장 그 돈을 갚으라고 야단법석을 떤다. 가진 것 없는 점순 모녀는 살던 집을 팔아 돈을 마련한다. 점순 모녀가 떠나던 날, 잘못을 뉘우친 시어머니가 복만과 함께 점순을 찾아와 사과를 구하고 함께 집으로 돌아가자고 한다.",민며느리,6.0,100
K01207-A-001,SU-P-2910,창덕궁 돈화문,정동대감,1965,K01207,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/01207,서울특별시,종로구,서울특별시 종로구 와룡동 2-71,서울특별시 종로구 율곡로 99,37.5803609,126.9928242,,,,,,,,,
K01265-A-001,SU-P-2403,영등포역,영등포의 밤,1965,K01265,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/01265,서울특별시,영등포구,서울특별시 영등포구 영등포동 618,서울특별시 영등포구 경인로 846,37.5165273,126.907237,,,,,,,,,
K01379-A-001,IC-P-0085,덕적도,소문난 여자,1966,K01379,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/01379,인천광역시,옹진군,인천광역시 옹진군 덕적면 진리 덕적도,,37.2376713,126.1279505,,,,,,,,,
K01418-A-002,IC-P-0318,인천광역시 연수구 송도동,만추,1966,K01418,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/01418,인천광역시,연수구,인천광역시 연수구 송도동,,37.3744091,126.6270969,https://image.tmdb.org/t/p/w185/v5uVu55Z6pWctayU13fNJgHOKX2.jpg,349980,movie,"드라마,로맨스","18,10749","모범수로 잠시 휴가를 얻은 문정숙과, 형사의 쫓김을 당하는 위조 지폐범 신성일이 우연히 서울행 열차 안에서 마주 앉게 된다. 똑같이 시간과 사람에 쫓기는 불안한 사람끼리 곧 친숙해지고, 그것은 억제되었던 욕정으로 발전된다. 다음날 창경원에서 만나, 즐거운 시간을 보내기도 하고, 썰렁한 인천의 갯가를 거닐기도 한다. 사흘이라는 짧은 시간을 보낸 후 여인은 감옥으로 되돌아간다. 신성일은 못내 서운해하며 내의(內衣) 한 벌을 그녀에게 건네준다. 그리고 경찰에 체포되어 간다. 여인이 출감하는 날, 창경원 그 벤치에서 만나기로 약속했지만, 그 남자는 안 나타나고, 여인만이 흩어지는 낙엽을 바라보며 회상에 잠기고 있었다.",만추,8.0,95
K01418-A-003,SU-P-2907,창경궁(구 창경원),만추,1966,K01418,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/01418,서울특별시,종로구,서울특별시 종로구 와룡동 2-1,서울특별시 종로구 창경궁로 185,37.5792888,126.9949558,https://image.tmdb.org/t/p/w185/v5uVu55Z6pWctayU13fNJgHOKX2.jpg,349980,movie,"드라마,로맨스","18,10749","모범수로 잠시 휴가를 얻은 문정숙과, 형사의 쫓김을 당하는 위조 지폐범 신성일이 우연히 서울행 열차 안에서 마주 앉게 된다. 똑같이 시간과 사람에 쫓기는 불안한 사람끼리 곧 친숙해지고, 그것은 억제되었던 욕정으로 발전된다. 다음날 창경원에서 만나, 즐거운 시간을 보내기도 하고, 썰렁한 인천의 갯가를 거닐기도 한다. 사흘이라는 짧은 시간을 보낸 후 여인은 감옥으로 되돌아간다. 신성일은 못내 서운해하며 내의(內衣) 한 벌을 그녀에게 건네준다. 그리고 경찰에 체포되어 간다. 여인이 출감하는 날, 창경원 그 벤치에서 만나기로 약속했지만, 그 남자는 안 나타나고, 여인만이 흩어지는 낙엽을 바라보며 회상에 잠기고 있었다.",만추,8.0,95
K01442-A-001,GN-P-0047,경상남도 통영시,만선,1967,K01442,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/01442,경상남도,통영시,경상남도 통영시,,34.853883,128.433978,https://image.tmdb.org/t/p/w185/cVq8a7Kkohd1f9yvkPiDj5DLQO.jpg,425541,movie,드라마,18,"섬마을에 사는 곰치는 아들 둘을 바다에서 잃었지만 어부를 천직으로 알고 살아온 뱃사람이다. 그러나 선주 밑에서 아무리 고생을 해도 선주에 대한 빚만 늘 뿐 곰치를 비롯한 마을 사람들의 형편은 나아지지 않고, 곰치와 선주는 갈등을 겪는다. 게다가 아들 도삼은 지긋지긋한 어부 생활을 벗어나고 싶어 하여 아버지와 사사건건 부딪힌다. 갈등이 지속되던 어느 날 만선을 기대하며 곰치와 마을 사람들은 배를 타고, 도삼은 섬을 벗어날 여비를 벌기 위해 동승한다. 그날 밤 큰 태풍이 쳐 곰치를 비롯한 몇몇은 겨우 살아오지만, 도삼은 아버지를 구하려다 죽고 만다. 이러한 비극에 곰치의 부인은 실성하여 간난아기를 홀로 배에 띄워 뭍으로 보내고, 아기를 구하려고 헤엄치던 곰치는 죽고 만다.",만선,10.0,84
K01450-A-001,CN-P-0237,충청남도 부여군,팔도강산,1967,K01450,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/01450,충청남도,부여군,충청남도 부여군,,36.2427153,126.8593169,https://image.tmdb.org/t/p/w185/h9bqPBK2YgUPypJnnBIYWvphnTv.jpg,297149,movie,드라마,18,"1남6녀를 둔 김희갑-황정순 부부가 팔도강산 곳곳에 뿔뿔히 흩어져 사는 6남매를 만나기 위해 전국 유람여행을 떠난다. 청주, 부안(광주), 부산, 울산, 속초에 사는 여섯 딸과 사위를 만나고, 강원도에서 군인으로 근무하는 아들을 마지막으로 만나는 중에 막내딸이 자전거 선수인 사윗감과 함께 나타난다. 노부부는 여행중에 사위들이 복무 중인 조국 근대화의 현장을 보고, 조국 근대화에 직ㆍ간접적으로 참여하고 있는 자식들에게서 흐뭇함을 느낀다.",팔도강산,5.0,110
K01450-A-002,CB-P-0186,충청북도 청주시,팔도강산,1967,K01450,,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/01450,충청북도,청주시,충청북도 청주시,,36.6428543,127.4706362,https://image.tmdb.org/t/p/w185/h9bqPBK2YgUPypJnnBIYWvphnTv.jpg,297149,movie,드라마,18,"1남6녀를 둔 김희갑-황정순 부부가 팔도강산 곳곳에 뿔뿔히 흩어져 사는 6남매를 만나기 위해 전국 유람여행을 떠난다. 청주, 부안(광주), 부산, 울산, 속초에 사는 여섯 딸과 사위를 만나고, 강원도에서 군인으로 근무하는 아들을 마지막으로 만나는 중에 막내딸이 자전거 선수인 사윗감과 함께 나타난다. 노부부는 여행중에 사위들이 복무 중인 조국 근대화의 현장을 보고, 조국 근대화에 직ㆍ간접적으로 참여하고 있는 자식들에게서 흐뭇함을 느낀다.",팔도강산,5.0,110
