사건일련번호,장소일련번호,촬영장소명,작품명,제작연도,영화작품코드,장면설명,등장인물,출처,출처 웹페이지주소(URL),시도,시군구,지번주소,도로명주소,위도,경도,poster_url,tmdb_id,tmdb_type,genre_names,genre_ids,overview,original_title,vote_average,runtime
K17686-A-011,GG-P-1113,용인경찰체력단련장(구 용인경찰대학교),내안의 그놈,2018,K17686,(구)경찰대학,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/17686,경기도,용인시,경기도 용인시 기흥구 언남동 88,경기도 용인시 기흥구 언남로 74,37.2985542,127.1325999,https://image.tmdb.org/t/p/w185/ofhf0Tn7hnBtboiUEuVj5IZyD3g.jpg,560527,movie,"판타지,코미디,액션","14,35,28","옥상에서 떨어진 고등학생 동현이 길을 가던 엘리트 아재 판수를 덮치면서 제대로 바뀐다!? 게다가 판수는 동현의 몸으로 첫사랑 미선과 존재도 몰랐던 딸 현정을 만나게 되는데… 대유잼의 향연, 넌 이미 웃고 있다!",내안의 그놈,7.8,122
K17686-A-012,GG-P-0180,경기도 의왕시 왕곡동 공터 1,내안의 그놈,2018,K17686,"(구)김밥전문점사보르왕곡점에서 촬영,폐업",,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/17686,경기도,의왕시,경기도 의왕시 왕곡동 595,,37.3461195,126.9766392,https://image.tmdb.org/t/p/w185/ofhf0Tn7hnBtboiUEuVj5IZyD3g.jpg,560527,movie,"판타지,코미디,액션","14,35,28","옥상에서 떨어진 고등학생 동현이 길을 가던 엘리트 아재 판수를 덮치면서 제대로 바뀐다!? 게다가 판수는 동현의 몸으로 첫사랑 미선과 존재도 몰랐던 딸 현정을 만나게 되는데… 대유잼의 향연, 넌 이미 웃고 있다!",내안의 그놈,7.8,122
K17593-A-063,IC-P-0307,인천광역시 남구 용현3동 공터 1,마약왕,2017,K17593,"(구)복생여인숙,폐업추정",,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/17593,인천광역시,남구,인천광역시 남구 용현3동 459-41,,37.4568521,126.6509342,https://image.tmdb.org/t/p/w185/BYD6DT0dwtLFXkuCk7SqfAZrqv.jpg,492258,movie,"드라마,TV영화,범죄","18,10770,80",,Cocaine Godmother,6.4,100
K17510-A-019,SU-P-1820,서울특별시 중구 명동1가 공터 1,성난 황소,2018,K17510,(구)비프루브 명동점 에서 촬영. 현재는 폐업,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/17510,서울특별시,중구,서울특별시 중구 명동1가 77-4,서울특별시 중구 명동길 5,37.5637932,126.9825884,https://image.tmdb.org/t/p/w185/xiVHlQ4aUyeQQFngyGEounzcYlX.jpg,554972,movie,"범죄,액션,스릴러,코미디","80,28,53,35","거칠었던 과거를 벗어나 수산시장에서 건어물 유통을 하며 건실하게 살던 동철. 어느 날 아내 지수가 납치되고, 경찰에 신고를 하지만 그녀의 행방은 묘연하기만 하다. 그리고 동철에게 걸려 온 납치범의 전화. 오히려 지수를 납치한 대가로 거액의 돈을 동철에게 주겠다는 파격 제안을 하고, 이에 폭발한 동철은 지수를 구하기 위해 움직이기 시작하는데…",성난황소,7.4,116
K17431-A-018,SU-P-1601,서울특별시 강남구 논현동 공터 2,상류사회,2018,K17431,(구)빌라드베일리,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/17431,서울특별시,강남구,서울특별시 강남구 논현동 6-2,,37.517973,127.0250434,https://image.tmdb.org/t/p/w185/6feljyK0fBrDDN6R2g61sSBJy2o.jpg,543753,movie,드라마,18,학생들에게 인기와 존경을 동시에 받는 경제학 교수 태준은 우연한 기회를 통해 촉망받는 정치 신인으로 국회의원 선거에 출마하게 된다. 한편 그의 아내이자 미래미술관의 부관장 수연은 재개관전을 통해 관장 자리에 오르려 한다. 그러나 수연의 미술품 거래와 태준의 선거 출마 뒤에 미래그룹과 민국당의 어두운 거래가 있었다는 것이 밝혀지고 두 사람은 완벽한 상류사회 입성을 눈앞에 두고 위기에 처한다. 이 기회를 절대 놓칠 수 없는 태준과 수연 부부는 민국당과 미래그룹에게 새로운 거래를 제안하게 되는데...,상류사회,5.5,120
K19599-A-026,GJ-P-0015,광주광역시 동구 불로동 공터 1,악질경찰,2018,K19599,(구)서남대병원,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/19599/own/image#dataHashFullCreditDetail1,광주광역시,동구,광주광역시 동구 불로동 174,광주광역시 동구 천변우로 415,35.144692,126.9146633,https://image.tmdb.org/t/p/w185/mZLtd1fR4hpcyGVwOLM1ka1t8HX.jpg,574303,movie,"액션,범죄,드라마,스릴러","28,80,18,53","뒷돈은 챙기고, 비리는 눈감고, 범죄는 사주하는 악질경찰 조필호, 급하게 목돈이 필요했던 그는 경찰 압수창고를 털 계획을 세운다. 그러나 사건 당일 밤, 조필호의 사주를 받아 창고에 들어간 한기철이 의문의 폭발사고로 죽게 되고, 필호는 유일한 용의자로 지목된다. 설상가상 거대기업의 불법 비자금 자료까지 타버려 검찰의 수사선상에도 오른다. 위기에서 벗어나기 위해 사건을 쫓던 중, 폭발사건의 증거를 가진 고등학생 미나와 엮이게 되고 빙산의 일각에 불과한 거대한 음모와 마주치게 되는데...",악질경찰,6.1,127
K16177-A-004,DJ-P-0105,대한민국상이군경회 충청사업소(구 충남구청 경찰청),살인자의 기억법,2016,K16177,(구)충남구청 경찰청 주차장,,KMDb,,대전광역시,중구,대전광역시 중구 선화동 287-1,대전광역시 중구 보문로 287,36.3272776,127.4203206,https://image.tmdb.org/t/p/w185/kbCZDINnj4rHhoZZUeXTsviYUkl.jpg,307479,movie,"스릴러,액션","53,28",기억상실을 소재로 한 범죄 스릴러 영화.,88,5.1,88
K10896-A-002,GG-P-0370,김포택견전수관,웨딩드레스,2009,K10896,"(사)대한택견협회김포전수관, 폐업추정",,KMDb,,경기도,김포시,경기도 김포시 사우동 945,경기도 김포시 돌문로 50,37.6195633,126.7177525,https://image.tmdb.org/t/p/w185/5FJmuYRhdFWAQtoEjIgVQcZiPqI.jpg,205218,movie,드라마,18,"미안해, 우리 아가.. 엄마가 먼저 가서, 너무 미안해.  세상에서 젤 예쁜 내 보물 소라, 엄마는 소라에게 해주고 싶은 게 너무 많아. 우리 소라 좋아하는 게임기, 장난감도 많이 많이 사주고 싶어. 비 오는 날, 우산 잊고 가도 젖지 않게 엄마가 데리러 갈게 친구랑 싸우면 엄마가 멋있는 생일파티 열어줄 테니, 화해해. 멋지게 발레 하는 우리 소라 공연도 찾아가고, 소풍 가는 날 세상에서 제일 맛있는 김밥도 싸줄게.  해주고 싶은 건 너무 많은데, 시간이 너무 없다. 그래도 엄마가 제일 잘하고, 꼭 주고 싶었던 한 가지는 해주고 싶어. 소라를 위해 엄마가 만든 세상에 단 하나뿐인 웨딩드레스. 이 드레스 입은 우리 딸 꼭 보고 싶었는데… 세상에서 가장 아름다운 신부가 될 우리 소라랑 함께하지 못해서 엄마가 너무 미안해. 사랑한다. 소라야.",웨딩드레스,7.4,109
K05234-A-006,GG-P-1208,인덕원마을삼성아파트,죽거나 혹은 나쁘거나,2000,K05234,(주)삼성주택 인덕원 공사장에서 촬영되었음,,KMDb,,경기도,안양시,경기도 안양시 동안구 관양동 1510-1,경기도 안양시 동안구 안양판교로 42,37.3985646,126.9790889,https://image.tmdb.org/t/p/w185/2S08jsy4FkEWiUMmYTfFinNM22P.jpg,118170,movie,"범죄,액션","80,28","성빈은 친구 석환의 패싸움을 말리다가 실수로 살인을 저지른다. 감옥에서 출소한 성빈은 석환에게 연락하지만, 형사가 된 석환은 성빈을 피한다. 어느 날 성빈은 우연히 조직폭력배를 구해주고, 그를 따라 주먹의 세계에 들어간다. 상환은 형 석환 몰래 조직폭력배가 되고자 성빈의 수하가 되고, 이들의 인연은 점점 꼬여만 간다.",죽거나 혹은 나쁘거나,6.1,95
K19406-A-001,GG-P-1552,함창타워,증인,2018,K19406,(주)함창,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/19406,경기도,안산시,경기도 안산시 단원구 고잔동 523,경기도 안산시 단원구 화랑로 376,37.3209919,126.8292695,https://image.tmdb.org/t/p/w185/srMpK4BuGCoS9tDv000VULY6pNw.jpg,407439,movie,드라마,18,"황량한 어촌에서 구원만을 꿈꾸며 살아가는 ‘막달라 마리아’(루니 마라)는  정혼을 거부했다는 이유만으로 가족들에게조차 외면 당한다.  그러던 어느 날 마을을 방문한 ‘예수’(호아킨 피닉스)와 그의 제자들로부터 깨달음을 얻게 된 마리아는  예수에게 직접 세례를 받은 뒤 유일한 여성 사도로서 그들의 여정에 동참하게 된다.  한편, 예수는 죽은 자를 살려내는 기적을 행하고도 다가올 자신의 운명 앞에서 괴로워하는데…  예수의 제자 중 그 누구보다 가까이에서 그와 소통한 ‘막달라 마리아’가 목격한 진정한 구원은 과연 무엇일까?",Mary Magdalene,6.3,120
K18029-A-018,JB-P-0105,대성고등학교,말모이,2018,K18029,폐교,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/18029,전라북도,고창군,전라북도 고창군 대산면 매산리 1157-1,전라북도 고창군 대산면 고산성로 17,35.3384831,126.6026836,https://image.tmdb.org/t/p/w185/bGFA0TYEjzsK2YL8IcodOIeCrhO.jpg,564863,movie,"드라마,코미디,역사","18,35,36","1940년대 우리말이 점점 사라져가고 있는 경성. 극장에서 해고된 후 아들 학비 때문에 가방을 훔치다 실패한 판수. 하필 면접 보러 간 조선어학회 대표가 가방 주인 정환이다. 사전 만드는데 전과자에다 까막눈이라니! 그러나 판수를 반기는 회원들에 밀려 정환은 읽고 쓰기를 떼는 조건으로 그를 받아들인다. 돈도 아닌 말을 대체 왜 모으나 싶었던 판수는 난생처음 글을 읽으며 우리말의 소중함에 눈뜨고, 정환 또한 전국의 말을 모으는 ‘말모이’에 힘을 보태는 판수를 통해 ‘우리’의 소중함에 눈뜬다. 얼마 남지 않은 시간, 바짝 조여오는 일제의 감시를 피해 ‘말모이’를 끝내야 하는데…",말모이,7.8,135
K20469-A-006,CB-P-0141,청남가구단지(구 쥬니어가구백화점),변신,2019,K20469,103호,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/20469,충청북도,청주시,충청북도 청주시 서원구 남이면 외천리 115-1,충청북도 청주시 서원구 남이면 가구단지길 21-3,36.5578105,127.4292045,https://image.tmdb.org/t/p/w185/3EphHAIU36cIeFxHAwjdET3ibDp.jpg,581531,movie,"공포,스릴러","27,53",사람의 모습으로 변신하는 악마가 우리 가족 안에 숨어들면서 기이하고 섬뜩한 사건들이 벌어진다. 서로 의심하고 증오하고 분노하는 가운데 구마 사제인 삼촌 중수가 예고없이 찾아오는데…,변신,7.1,113
K10291-A-002,GG-P-0513,동진아파트,불신지옥,2009,K10291,,,KMDb,,경기도,시흥시,경기도 시흥시 포동 13-2,경기도 시흥시 신현로38번길 29,37.4085228,126.7839917,https://image.tmdb.org/t/p/w185/apAKmGg8UEvJMgGBZyzUKg9TTlC.jpg,56781,movie,"공포,미스터리","27,9648","기도에 빠진 엄마와 단둘이 살고 있던 동생 소진,  어느 날 동생 소진이 사라졌다는 소식에 서울에서 대학을 다니던 언니 희진은 급히 집으로 내려오지만, 엄마는 기도만 하면 소진이 돌아올 거라며 교회에만 들락거리고 담당 형사 태환은 단순 가출로 여기고 형식적인 수사를 진행한다. 그러던 중 옥상에서 떨어져 죽은 여자 정미가 소진에게 남긴 유서가 발견되고, 경비원 귀갑과 아파트 주민 경자에게서 소진이가 신들린 아이였다는 말을 듣자 희진과 태환은 혼란에 빠진다. 죽은 정미가 엄마와 같은 교회에 다녔다는 사실이 드러나고, 다음날 경비원 귀갑이 죽은 채 발견되지만 엄마는 침묵을 지킨 채 기도에만 매달린다. 소진의 행방은 점점 미궁 속으로 빠지고, 동생이 사라진 이후부터 희진의 꿈에는 죽은 사람의 환영이 나타나기 시작하는데…",불신지옥,5.9,106
K05507-A-007,IC-P-0277,월미도,고양이를 부탁해,2001,K05507,여고 동창생 주인공들의 졸업 이후 모임 장면,,KMDb,,인천광역시,중구,인천광역시 중구 북성동1가 산1,,37.4719314,126.6025384,https://image.tmdb.org/t/p/w185/shfJHf75bhAIpQyZSkoOzvheMHi.jpg,37288,movie,드라마,18,"착하지만 엉뚱한 태희, 예쁜 깍쟁이 혜주, 그림을 잘 그리는 지영, 명랑한 쌍둥이 비류와 온조는 단짝친구들. 늘 함께였던 그들이지만 스무 살이 되면서 길이 달라진다. 증권회사에 입사한 혜주는 성공한 커리어우먼의 야심을 키우고 미술에 재능이 있는 지영은 유학을 꿈꾼다. 한편 태희는 봉사활동에서 알게 된 뇌성마비 시인을 좋아하는데...",고양이를 부탁해,6.9,112
K14737-A-011,GJ-P-0019,광주극장,극비수사,2015,K14737,1970년대 극장,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/14737,광주광역시,동구,광주광역시 동구 충장로5가 62-9,광주광역시 동구 충장로46번길 10,35.1498987,126.9122895,https://image.tmdb.org/t/p/w185/4AnGVH4fu6HVYMBe1QiIOCuu75j.jpg,344476,movie,"범죄,드라마","80,18","한 아이가 유괴된 후, 수사가 시작되고 아이 부모의 특별 요청으로 담당이 된 공길용 형사는 아이를 보호하기 위해 극비 수사를 진행하기로 한다. 한편, 가족들은 유명한 점술집을 돌아다니며 아이의 생사여부를 확인하지만 이미 아이가 죽었다는 절망적인 답만 듣게 되고, 마지막으로 도사 김중산을 찾아간다.  아이의 사주를 풀어보던 김도사는 아직 아이가 살아있고, 보름 째 되는 날 범인으로부터 첫 연락이 온다고 확신한다. 보름째 되는 날, 김도사의 말대로 연락이 오고, 범인이 보낸 단서로 아이가 살아있음을 확신한 공형사는 김도사의 말을 믿게 된다. 하지만 한 달이 지나도록 수사는 진전되지 않고, 모두가 아이의 생사 보다 범인 찾기에 혈안이 된 상황 속에 공형사와 김도사 두 사람만이 아이를 살리기 위한 수사를 계속 진행하는데…",극비수사,6.6,107
K14737-A-008,BS-P-0289,문화아파트,극비수사,2015,K14737,1970년대 부산 길거리,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/14737,부산광역시,서구,부산광역시 서구 동대신동3가 173,부산광역시 서구 구덕로 350,35.1149975,129.0159752,https://image.tmdb.org/t/p/w185/4AnGVH4fu6HVYMBe1QiIOCuu75j.jpg,344476,movie,"범죄,드라마","80,18","한 아이가 유괴된 후, 수사가 시작되고 아이 부모의 특별 요청으로 담당이 된 공길용 형사는 아이를 보호하기 위해 극비 수사를 진행하기로 한다. 한편, 가족들은 유명한 점술집을 돌아다니며 아이의 생사여부를 확인하지만 이미 아이가 죽었다는 절망적인 답만 듣게 되고, 마지막으로 도사 김중산을 찾아간다.  아이의 사주를 풀어보던 김도사는 아직 아이가 살아있고, 보름 째 되는 날 범인으로부터 첫 연락이 온다고 확신한다. 보름째 되는 날, 김도사의 말대로 연락이 오고, 범인이 보낸 단서로 아이가 살아있음을 확신한 공형사는 김도사의 말을 믿게 된다. 하지만 한 달이 지나도록 수사는 진전되지 않고, 모두가 아이의 생사 보다 범인 찾기에 혈안이 된 상황 속에 공형사와 김도사 두 사람만이 아이를 살리기 위한 수사를 계속 진행하는데…",극비수사,6.6,107
K09422-A-004,SU-P-1703,서울특별시 서대문구 북아현동,추격자,2007,K09422,2008.5.6. 북아현1·2동을 북아현동으로 통합,,KMDb,,서울특별시,서대문구,서울특별시 서대문구 북아현동,,37.5609677,126.9542682,https://image.tmdb.org/t/p/w185/3Y5COpcDL8I9u4GdUl0HskNO8zI.jpg,13855,movie,"범죄,스릴러,액션","80,53,28","출장안마소를 운영하는 전직 형사 중호. 최근 데리고 있던 여자들이 잇달아 사라지는 일이 발생하던 중 조금 전 나간 미진을 불러낸 손님의 전화 번호와 사라진 여자들이 마지막으로 통화한 번호가 일치함을 알아낸다. 연락이 두절된 미진을 찾아 헤매던 중 우연히 옷에 피가 묻은 영민과 마주치고, 추격 끝에 그를 붙잡는다. 실종된 여자들을 모두 죽였다는 충격적인 고백을 담담히 털어 놓는 영민에 의해 경찰서는 발칵 뒤집어진다. 공세우기에 혈안이 된 경찰은 미진의 생사보다는 증거를 찾기에만 급급해 하고, 미진이 살아 있다고 믿는 단 한 사람인 중호는 미진을 찾아 나서는데...",추격자,7.8,123
K09422-A-009,SU-P-1708,서울특별시 서대문구 충현동,추격자,2007,K09422,2008.5.6. 북아현3동과 충정로동을 충현동으로 통합,,KMDb,,서울특별시,서대문구,서울특별시 서대문구 충현동,,37.5628962,126.9623598,https://image.tmdb.org/t/p/w185/3Y5COpcDL8I9u4GdUl0HskNO8zI.jpg,13855,movie,"범죄,스릴러,액션","80,53,28","출장안마소를 운영하는 전직 형사 중호. 최근 데리고 있던 여자들이 잇달아 사라지는 일이 발생하던 중 조금 전 나간 미진을 불러낸 손님의 전화 번호와 사라진 여자들이 마지막으로 통화한 번호가 일치함을 알아낸다. 연락이 두절된 미진을 찾아 헤매던 중 우연히 옷에 피가 묻은 영민과 마주치고, 추격 끝에 그를 붙잡는다. 실종된 여자들을 모두 죽였다는 충격적인 고백을 담담히 털어 놓는 영민에 의해 경찰서는 발칵 뒤집어진다. 공세우기에 혈안이 된 경찰은 미진의 생사보다는 증거를 찾기에만 급급해 하고, 미진이 살아 있다고 믿는 단 한 사람인 중호는 미진을 찾아 나서는데...",추격자,7.8,123
K13865-A-017,GW-P-0469,태양의후예 태백세트장(구 태백 한보광업소),용의자,2013,K13865,2008년 10월 폐광,,KMDb,https://www.kmdb.or.kr/eng/db/kor/detail/movie/K/13865,강원도,태백시,강원도 태백시 통동 산67-38,,37.160812,129.0429705,https://image.tmdb.org/t/p/w185/eA2S4a1gqLTzOAeOWbqOyBRfpuP.jpg,242454,movie,"액션,스릴러","28,53","조국에게 버림받고 가족까지 잃은 채 남한으로 망명한 최정예 특수요원 지동철. 그의 목표는 단 하나, 아내와 딸을 죽인 자를 찾는 것뿐이다. 놈의 행적을 쫓으며 대리운전을 하며 살아가던 동철은 유일하게 자신과 가깝게 지내던 박회장의 살해 현장을 목격하게 된다. 죽기 전 박회장이 남긴 물건을 받아 든 동철은 사건의 용의자로 지목되어 모두에게 쫓기게 된다.",용의자,6.9,137
K09502-A-005,SU-P-2793,제일이저축은행(구 제일저축은행 장충동지점),강철중,2008,K09502,2011.9.18. 영업정지 후 KB저축은행으로 인수,,KMDb,,서울특별시,중구,서울특별시 중구 장충동1가 117,서울특별시 중구 동호로 242 4층,37.5590818,127.007055,https://image.tmdb.org/t/p/w185/aBoBQRGUuCCX4bixhUSDueAprhX.jpg,65337,movie,"액션,코미디,범죄,스릴러","28,35,80,53","강동서 강력반 꼴통 형사 강철중. 5년이 지난 지금도 여전히 사건 현장을 누비고 다니지만 15년 차 형사생활에 남은 거라곤 달랑 전세 집 한 칸. 형사라는 직업 때문에 은행에서 전세금 대출받는 것도 여의치 않다. 잘해야 본전 잘 못하면 사망 혹은 병신이 될 수도 있는 빡센 형사생활에 넌더리가 난 그는 급기야 사표를 제출한다.  하지만 그때 한 고등학교에서 터진 살인사건 때문에 그의 사표 수리는 미뤄지고 이번 사건만 해결하면 퇴직금을 주겠다는 반장의 회유에 말려들어 귀찮은 사건 현장으로 돌아간다. 도무지 해결의 기미가 보이지 않던 살인사건은 죽은 학생의 지문이 얼마 전 강동서 관할에서 일어난 도축장 살인사건 현장에서 발견된 칼에 남겨진 지문과 같다는 사실이 밝혀지면서 새로운 국면을 맡는다. 강철중은 죽은 피해 학생과 어울려 다녔다는 친구 3명을 만나 단서를 찾기 시작한다. 아이들이 얼마 전 거성이란 회사에 취업했다는 사실을 알아낸 강철중은 이 사건이 거성 그룹과 관계 있다는 것을 감지하고 거성 그룹의 회장인 이원술’의 뒤를 쫓기 시작한다. 한편, 자신의 사업체마다 나타가서 훼방을 놓는 강철중 때문에 심기가 불편해진 이원술 역시 조용히 반격을 준비 하는 데…",공공의 적 1-1: 강철중,6.6,127
K07373-A-012,SU-P-2514,용산역사박물관(구 중앙대학교 용산병원),바보,2008,K07373,2011년 중앙대학교 용산병원 폐업 후 2021년 건물 철거 후 2022년 용산역사발물관이 개관,,KMDb,,서울특별시,용산구,서울특별시 용산구 한강로3가 65-154,서울특별시 용산구 한강대로14길 35-29,37.525137,126.9658044,https://image.tmdb.org/t/p/w185/6ybKuHd4KwvL31ZWQza26myNpKf.jpg,18526,movie,"코미디,로맨스","35,10749","승룡이는 부모님께서 돌아가신 후 혼자 토스트 가게를 하며 동생 지인이를 지극정성으로 돌본다. 동생의 학교 앞 작은 토스트 가게에서 세상에서 가장 맛있는 토스트를 만들어 파는 승룡이는 지인이가 학교 가는 것을 지켜보는 것이 가장 큰 낙이다. 늘 행복하고, 웃는 얼굴을 하고 있는 승룡이는 매일 저녁이 되면, 동네가 한 눈에 보이는 토성에 올라 ‘작은 별’ 노래를 부르며 10년 전 유학간 짝사랑 지호를 기다린다.",바보,6.7,99
K11345-A-005,GN-P-0107,대한노인회 합천군지회(구 경상남도가축위생시험소 북부지소),포화 속으로,2010,K11345,"2012년 이전해서 1987년 위치 입력, 장인분교(경상남도 축산진흥 연구소 북부지소)",,KMDb,,경상남도,합천군,경상남도 합천군 합천읍 합천리 307-1,경상남도 합천군 합천읍 교동1길 33,35.5651067,128.1649569,https://image.tmdb.org/t/p/w185/zNFGbVBgBxOkz8pcYw61PVbS1a8.jpg,51200,movie,전쟁,10752,"아무도 예상하지 못했던 한국 전쟁이 시작된다. 압도적인 화력으로 무장한 북한군은 남쪽으로 진격을 거듭하고, 남한군의 패색은 짙어져만 간다. 이미 더 이상 물러설 곳이 없는 남측은 연합군의 도착을 기다리며 낙동강 사수에 모든 것을 건다. 포항을 지키던 강석대의 부대도 낙동강을 사수하기 위해 집결하라는 명령을 받게되자, 강석대는 어쩔 수 없이 71명의 학도병을 그곳에 남겨두고 떠난다. 유일하게 전투에 따라가 본 적이 있다는 이유로 장범이 중대장으로 임명되지만, 소년원에 끌려가는 대신 전쟁터에 자원한 갑조 무리는 대놓고 장범을 무시한다. 총알 한 발씩을 쏴보는 것으로 사격 훈련을 마친 71명의 소년들은 피난민도 군인들도 모두 떠난 텅 빈 포항에서 앞으로 어떤 일이 벌어질 지 모른 채 석대의 부대가 다시 돌아오기만을 기다린다.",포화 속으로,7.5,120
K13025-A-017,JB-P-0319,전라감영(구 전라북도청),범죄와의 전쟁 : 나쁜놈들 전성시대,2011,K13025,2015년 이 자리에는 현재 전라감영이 위치함 (나무위키 참조),,KMDb,,전라북도,전주시,전라북도 전주시 완산구 중앙동4가 1-6,,35.8161994,127.1461799,https://image.tmdb.org/t/p/w185/4tJYmvn7VgDsrAYHgB3qebVWTut.jpg,89501,movie,"범죄,스릴러","80,53","1982년 부산, 해고될 위기에 처한 비리 세관원 최익현은 순찰 중 적발한 히로뽕을 일본으로 밀수출하기 위해 부산 최대 조직의 젊은 보스 최형배와 손을 잡는다. 익현은 탁월한 임기응변과 특유의 친화력으로 형배의 신뢰를 얻는 데 성공한다. 주먹 넘버원 형배와 로비의 신 익현은 함께 힘을 합쳐 부산을 접수하기 시작하고, 나쁜 놈들의 전성시대가 펼쳐진다. 하지만 1990년 범죄와의 전쟁이 선포되자 조직의 의리는 금이 가고 배신이 시작된다. 살아남기 위해 벌이는 치열한 한판 승부, 최후에 웃는 자는 과연 누가 될 것인가?",범죄와의 전쟁,6.9,133
K04950-A-001,SU-P-0481,그랜드워커힐서울(구 쉐라톤 워커힐 호텔),찜,1998,K04950,2017년 '그랜드 워커힐 서울'로 개칭,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/04950,서울특별시,광진구,서울특별시 광진구 광장동 22-1,서울특별시 광진구 워커힐로 177,37.5558025,127.1111333,https://image.tmdb.org/t/p/w185/9qqQHnulYLFD5AC9HSSmKXjtSZk.jpg,349257,movie,코미디,35,방송사 PD 준혁(안재욱)은 중학생 시절부터 친구 윤철의 누나 채영(김혜수)을 짝사랑해왔다. 언젠가 사랑을 고백하리라 굳게 다짐하건만 채영의 눈에 비친 준혁은 동생의 친구 이상도 이하도 아니다. 채영은 운명 같은 사랑을 꿈꾸다 서른을 훌쩍 넘긴 노처녀. 마지막 남은 친구마저 결혼날짜를 잡자 불안해진 그녀는 여기저기 선을 보러 다닌다. 어느 날 노처녀 채영은 시집간 친구들과 만난 뒤 울적한 기분에 술을 마시고 취한다. 이런 채영의 모습에 조바심이 난 준혁은 급기야 술의 힘을 빌어 사랑을 고백할 기회를 만들지만 그녀의 냉정한 거절에 부딪치고 만다. 희망을 잃고 실의에 빠진 준혁. 이런 그에게 분장사인 선배가 기발한 묘책을 제안한다. 여자로 변신해 채영에게 접근하라는 것. 이렇게 해서 안재욱의 여장 대작전이 시작되는데...,찜,5.8,101
K14775-A-004,SU-P-1436,서울교통공사 사당별관,오피스,2014,K14775,2017년에 서울교통공사로 통합되었음. 주소는 통합 전 세울메트로 본사 주소,,KMDb,,서울특별시,서초구,서울특별시 서초구 방배동 447-7,서울특별시 서초구 효령로 5,37.4762456,126.9854724,https://image.tmdb.org/t/p/w185/4nkcTOkkcImr5x66T9qHa3yCdkh.jpg,336055,movie,"스릴러,미스터리","53,9648","어느 날 한 가족의 가장이자 착실한 회사원인 김병국 과장이 일가족을 살해하고 사라졌다. 이에 형사 종훈은 그의 회사 동료들을 상대로 수사를 시작하지만 모두들 말을 아끼고, 특히 김과장과 사이가 좋았다는 이미례 인턴은 무언가를 숨기고 있는 눈치다. 게다가 종훈은 김과장이 사건 직후 회사에 들어온 CCTV 화면을 확보하지만, 그가 회사를 떠난 화면은 어디에도 없어 사건은 미궁으로 빠진다. 한편, 김과장이 아직 잡히지 않았다는 사실에 동료들은 불안에 떠는 가운데, 이들에게 의문의 사건들이 계속 일어나는데…",오피스,6.3,111
K20960-A-027,SU-P-0485,그린빌오피스텔(구 (주)보진재),유열의 음악앨범,2019,K20960,2019년 11월 영업정지 한걸로 확인됨.,,KMDb,https://www.kmdb.or.kr/db/kor/detail/movie/K/20960,서울특별시,영등포구,서울특별시 영등포구 당산동6가 306-1,서울특별시 영등포구 당산로 237,37.5349161,126.9022391,https://image.tmdb.org/t/p/w185/rt8yDvXSnk9CMDJeNYh9lv6kPMt.jpg,570503,movie,"로맨스,드라마","10749,18","1994년 가수 유열이 라디오 DJ를 처음 진행하던 날, 엄마가 남겨준 빵집에서 일하던 미수는 우연히 찾아 온 현우를 만나 설레는 감정을 느끼게 되지만 뜻하지 않은 사건으로 인해 연락이 끊기게 된다. 다시 기적처럼 마주친 두 사람은 설렘과 애틋함 사이에서 마음을 키워 가지만 서로의 상황과 시간은 자꾸 어긋나기만 한다. 계속되는 엇갈림 속에서도 라디오 ‘유열의 음악앨범’과 함께 우연과 필연을 반복하는 두 사람… 함께 듣던 라디오처럼 그들은 서로의 주파수를 맞출 수 있을까?",유열의 음악앨범,7.7,122
